,Lounge Name,Airport,Type Of Lounge,Date Visit,Type Of Traveller,Comfort,Cleanliness,Bar & Beverages,Catering,Washrooms,Staff Service,Recommended,Wifi Connectivity,reviews
238,,London Heathrow Airport,Business Class,,Business,3.0,3.0,4.0,3.0,4.0,4.0,yes,4.0,The lounge is modern and does its job. We had a morning flight at 10.30. The lounge was very crowded bordering on congested. It is self service throughout. Being full made it a bit difficult to obtain food and drinks keep a reserved table and relax T the same time. There are many worse lounges. However BA should look at extending the area or redesigning to make the lounge less congested.
239,,Hannover Airport,Business Class,,Business,1.0,3.0,1.0,1.0,1.0,1.0,no,1.0,BA run lounges are usually good if sometimes overcrowded. Third party lounges like this vary. This one was dreadful - very little food limited range of drinks no computer access and very hard to find. I gave up and went to a bar to get a drink.
240,,Amsterdam Schiphol Airport,Business Class,,Business,2.0,4.0,2.0,1.0,1.0,3.0,no,4.0,"This is a fairly small and somewhat claustrophobic lounge. The chairs are comfortable enough. There is just about enough choice of drinks (no Campari) but an extremely limited choice of ""nibbles"" or anything else to eat. Also a very limited choice of newspapers - no Daily Telegraph for example. Our Amsterdam lounge experience was made singularly unpleasant by several lounge users conducting business into their mobile telephones at the top of their voices. After over half an hour of this anti-social behaviour my wife got up and told them that they were making so much noise she was unable to concentrate on the book she was reading. This lounge needs an area reserved for those who wish to utilise mobile telephones at the top of their voices! We were glad to leave the lounge."
241,Concorde,London Heathrow Airport,,,,5.0,5.0,5.0,5.0,5.0,5.0,yes,3.0,It is a bit daunting when you first arrive but staff are surprisingly friendly and seemed genuinely interested in looking after you. Good baggage storage so you are free to enjoy. Three parts: the dining area - discreet cubicles with fast service and excellent food; a main lounge with various types of chairs to suit all needs; and a 'veranda' like place that although it is inside has excellent views across the tarmac. Seating here is more like a conservatory. (Spa and showers computer/business room but I didn't try any of these). Well worth getting to the airport 2hrs before your flight. Wifi a bit slow but adequate.
242,,Singapore Changi Airport,Business Class,,Business,2.0,4.0,1.0,1.0,3.0,1.0,no,1.0,This lounge is a room nothing more! Four serving people hovered around a minimal amount of stewed food totally disinterested. Only sweet was ice-cream at the other end of the lounge. It didn't even have a flight screen! No place to leave luggage unlike some other BA lounges. Food was terrible: tough and tasteless. In the end I went to the Qantas lounge - you are allowed there and they were wonderful - they have a chef to cook for you. BA's lounge is a disgrace no views of the apron - only of arrival lounge/immigration. Haphazard boarding meant long queues and no fast-track so a long wait at the gate security.
243,Terraces Lounge ,London Gatwick Airport,,,,2.0,2.0,2.0,1.0,2.0,2.0,no,2.0,This lounge is generally OK but it wasn't when I arrived late morning on Sunday. It was overcrowded overheated and unpleasant. Most newspapers were unavailable. Having paid hundreds of pounds extra to fly Business on holiday I left immediately and ended up in a Cafe Rouge. I realize that lounges get busy at certain times of day but I don't understand why conditions need to be worse than at your average Starbucks or even (on this occasion) Café Rouge. I suggested to BA that they give me a refund. They said they valued my loyalty but no. Oh well. Fortunately the flight was good but I am assuming lounges are taken into consideration when evaluating airlines for stars and recent lounge experiences have made me wonder if BA's four stars might be too generous.
244,,London Gatwick Airport,First Class,,,1.0,3.0,3.0,1.0,1.0,3.0,no,4.0,What a shock. The lounge was dated in poor disrepair and quite frankly grim. It needs refurbishing badly and it was way too small for the number of travellers using it. The No 1 Lounge is way better but they could learn a lot by visiting the Virgin lounge at Heathrow - it Is a million times better. BA need to buck their ideas up here!
245,,London Heathrow Airport,Business Class,,Business,1.0,1.0,1.0,1.0,1.0,1.0,no,1.0,Despite having a BA Business Class ticket I was declined admittance to the Business Class Lounge! The (very helpful polite and just lovely) lady at the BA Customer Service Counter informed my that my ticket wasn't the right type of Business Class ticket to gain access to the lounge. Given the fact I have a One World First Class around the world ticket I have to ask what exactly is an acceptable ticket! The gentleman at the Business Class counter (also terribly polite and most sympathetic and helpful) informed me that QANTAS Frequent Flyer Club members are no longer allowed in the BA Lounge as they no longer pay BA for the privilege! British Airways pick up your game.
246,Galleries Lounge,London Heathrow Airport,,,,4.0,4.0,4.0,4.0,3.0,4.0,yes,3.0,Great lounge relaxing and food generally good - have noticed cuts in premium spirits crisps and total lack of decent magazines which is a shame as BA makes all it's profit out of its business class passengers.
247,,Toronto Pearson Airport,Business Class,,Business,5.0,5.0,5.0,5.0,4.0,5.0,yes,2.0,Excellent lounge from which BA could learn a great deal. Very comfortable seating with good views of the apron and runways and superb food. The food was fresh and delicious with a station cooking rice or noodle stir fry dishes to order. Maybe the best hot food in an airport lounge I have ever experienced.
248,Concorde,London Heathrow Airport,,,,2.0,2.0,4.0,4.0,4.0,2.0,no,4.0,I was allowed access as I had just travelled to Heathrow with BA in First. My excitement at being allowed into this hallowed space was short lived. It looked congested and untidy. The service for anything from a full meal to a glass of water is waiter only. Empty glasses and used plates were waiting to be cleared from a lot of the tables. As I had only recently eaten on the inbound flight I did not bother to order any food but still tried one of the booths in the dining area which seemed reasonably comfortable and private. I moved to sit 'outside' on the balcony overlooking the departures area as it felt less claustrophobic. After waiting 10 minutes for a coffee I quickly drank it and went to the First/Gold lounge which had a more comfortable and relaxing ambience.
249,DAN Lounge,Tel Aviv Airport,Business Class,,Business,1.0,1.0,2.0,2.0,2.0,2.0,no,2.0,I had just earned my Silver Executive Club membership and was looking forward to trying out a lounge on my own account without being a guest of one of my better traveled colleagues. Unfortunately my first experience was at one of the lounges at Ben Gurion. It was small crowded and oppressively stuffy. The decor was straight out of the 70s; huge dimly lit lampshades shiny brown worn polyester seat covers and chrome and smoked glass coffee tables adorned with sticky glass rings which was odd since the rest of the terminal seemed quite new. Once I found a seat I was reluctant to leave it unattended but eventually went to the refreshments counter where I eventually found a lukewarm bottle of beer but no suitable glasses. There was food on offer as well but I gave it a miss as I did with the other facilities preferring to go back out into the main departure area which in comparison was bright clean and refreshingly air conditioned. To be fair to BA though the lounge appears to be shared by many airlines so they probably don't have much influence over how its run. Just be prepared for disappointment if you're visiting this airport.
